"Year","Role","ResponseId","Variable","Value","Group","Item"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q155","i began my phd in 2020, when all events and classes were taking place virtually. this drastically limited the extent to which i could network with other complex systems scientists at colloquia, conferences, events, and in classes. it slowed my degree progress.","COVID","Comments"
2023,"Fellow","R_1FEe4lH83S27h2j","Q155","I entered the NRT program after masking was in decline and the pandemic was more of backward looking phenomena than it was a present scourge. ","COVID","Comments"
2022,"Admin","R_w60XdYkYaesK1ih","Q160","Unique interdisciplinary opportunities offering promise for new ideas, new collaborations and new knowledge.","ContinueNRT","Explain"
2022,"Fellow","R_1CsgGgOAuRmBlLa","Q160","There's a lot of polishing that need to be done with the programs. It was hard to see what was training in many cases, since it did not feel like there were explicit training opportunities outside of doing our own research. ","ContinueNRT","Explain"
2022,"Affiliate","R_3fW2vM8qlcLDMKh","Q160","As much as the CNS-NRT program tried to involve a diverse set of faculty in jointly solving complex problems, ultimately, in my opinion, the incentives for them to do so were very limited. This is not the program's fault, but an increasing general trend where the only incentive for faculty, especially non-tenured, is to advance their career in the particular field they are in. There is little to no incentive for real transdisciplinary, high-risk research. Here is an idea: a bottom-up approach to defining large and ambitious complex problems. Students (and faculty) would then focus on problems collectively, instead of having students working in isolation and always needing to bridge between their advisors' own interests. Dedicate funding to 'purchase' faculty's time to work on these problems.","ContinueNRT","Explain"
2022,"Fellow","R_3CJA2I1yElwS97N","Q160","Research showcase should be adapted for making sure that each work can get feedback from NRT faculty","ContinueNRT","Explain"
2022,"Admin","R_30148uYX9XqEHpR","Q160","Speaking as the past DGS of cognitive science, I hope that CNS and COGS are in constant contact about our joint students.","ContinueNRT","Explain"
2022,"Faculty","R_31NV3AgrRrhtuEg","Q160","Interdisciplinary mentorships do not work in some cases. The student simply works with one advisor. In those cases the mentors should be changed or the student should move to one of the programs.","ContinueNRT","Explain"
2022,"Fellow","R_3EXZT5Y0KtZcdiG","Q160","Interdiciplinary programs are difficult, but it is really helpful for grad students as it gives them access to tools that they would have otherwise not have (singular mentorship in other departments means that you only learn the techniques of your mentor). ","ContinueNRT","Explain"
2022,"Faculty","R_veKLn3a1Wo3q3JL","Q160","I worry that the dual mentorship (SICE with other programs/departments) dilutes the quality of research. Or at the very least, my NRT trainees are unclear which area they should be aligned with more closely. Should they focus their research so that it's in line with the training they get from their SICE mentor? Or with their primary mentor? It creates a lot of confusion.","ContinueNRT","Explain"
2022,"Fellow","R_21uN0kEmSBIUnri","Q160","I think a few workshops for us to share our research skills could be helpful.","ContinueNRT","Explain"
2022,"Fellow","R_29aALr6UIOyxL9D","Q160","I think the opportunity to enroll in a dual-degree program is the most important part and I hope that remains something that IU supports- few other schools have this kind of support for that option of being in two departments. The other most important part of the NRT is the chance to meet, work and study with other students who are also working between and across disciplines, so I would hope to preserve events that allow the NRT students to get together, and the presence of our workspaces on campus. I would like the training opportunities to be more explicit and skills focused. I think learning CNS methods are particularly useful, and other kinds of ""general skills training"" (grant writing, mentorship, publishing) can come from the department level and not from the NRT program.","ContinueNRT","Explain"
2022,"Admin","R_cSdhweY5RU84Lrr","Q160","I would like to see a careful assessment of what kinds of dual PHDs are feasible (not all are) and how to support students who want to pursue them.  ","ContinueNRT","Explain"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q160","I don't feel like I understand this page. The wording says it's asking about adapting things to CX grad programs, but I don't even know how many CX grad programs there even are. And most of these things are really commonplace across grad programs in general (like getting speakers, showcasing research, having summer funding). 

The only thing I can say is that getting a dual degree is good in concept but in practice it can be a bureaucratic nightmare. It really just uses students as the battering ram to opening doors between departments, which might not be for the benefit of the student. ","ContinueNRT","Explain"
2022,"Affiliate","R_3RxSgoFhVREJcLn","Q160","It was never fully clear what the interdisciplinary mentorship should encompass for affiliates. Since we don't take classes in complex systems, it's not as easy to forge strong mentorship relations with faculty.","ContinueNRT","Explain"
2022,"Fellow","R_a60D5VY6O8G3q0h","Q160","The showcase has historically seemed largely pointless as we never get feedback on our projects (esp. virtual showcases). The colloquium speakers have rarely appealed to me. ","ContinueNRT","Explain"
2022,"Fellow","R_24uUR9Mm5yALLAF","Q160","As mentioned earlier, I think the colloquium series should be adapted to include speakers who don't have a physics background. The NRT doesn't provide the training for us to fully understand what a physicist does, even one in complex systems, so it feels like a waste of my time to go to talks I barely understand by people whose trajectory through complex systems looks nothing like mine.  I also think the CNS research skills and training opportunities should be adapted, for a similar reason. I feel like the program is lacking in rigorous methodological training, which is really important to me to have. This was present in YY's network science class, but such training should not be limited to one class.","ContinueNRT","Explain"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q160","I think they are necessary for a great CNS program","ContinueNRT","Explain"
2022,"Faculty","R_1FQ9qFRHuqFgeD3","Q160","We will need to keep activities in hybrid format [in person + virtual] for the near future as we navigate the successive waves of COVID infections. This is not going away. Lab experiences etc. will need to be adapted - perhaps training video materials  will need to be made. Similarly, talks will likely be harder to do. The NRT program could also consider more overseas speakers for colloquia & make them online - let's make lemonade out of lemons. They cannot travel easily, so let's bring them to us virtually!","ContinueNRT","Explain"
2023,"Fellow","R_3r0RXkS8bM1Mpoe","Q160","I have not been presented with affiliate programs. All other programming is satisfactory","ContinueNRT","Explain"
2023,"Fellow","R_3J2e7Bn9B1Ipirj","Q160","I thought all aspects of the program were beneficial and would be useful to future CNS students","ContinueNRT","Explain"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q160","i really like the CNS dual-degree programs. i think the one thing i would most strongly recommend be adapted is the interdisciplinary training, though. i want better training in how to present myself as an interdisciplinary researcher in a job market that largely assumes i will be in one department as an academic. it would be helpful to know which institutions are more receptive to interdisciplinarity. can i really get away with not shoe-horning myself into the norms/expectations of one field? if not, then does being interdisciplinary put me at a disadvantage?","ContinueNRT","Explain"
2023,"Fellow","R_1IYGHxLiKtA1M2t","Q160","I am satisfied with most of the program activities. For the interdisciplinary skills training, I am curious of other disciplines' methods (other than the disciplines I am working on), but with limited time, I cannot dive into the depth of them. I am wondering if there is a good way to do this, although I cannot think of a best way. ","ContinueNRT","Explain"
2022,"Affiliate","R_3RxSgoFhVREJcLn","Q162","I really enjoyed my experience as an affiliate and I hope others can get that opportunity in the future.","ContinueNRT","Comments"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q162","I think [the NRT Project Manager] role should be filled","ContinueNRT","Comments"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q107","The strength of the NRT program is in the student community that formed around it. The actual courses have been, in my experience, quite weak. My discussion courses have been unproductive and largely driven by a few men who make it nearly impossible for women to chime in. The program itself struggles to be interdisciplinary and focuses largely on biology and cognitive science / neuroscience. I've been disappointed, overall, with this program and would not recommend it to someone outside of biology and cognitive science / neuroscience.","Other","Comments"
2020,"Fellow","R_3Gwfzhlv0tYT6TP","Q107","The fellowships for international students are way too low. The discrepancy in funding for doing the same work that US nationals do is really frustrating. Living on the fellowship is hard.","Other","Comments"
2020,"Faculty","R_3jfcMkbjb0jEf3t","Q107","IT appears to be a great program for broadening participation in computing to include diverse populations, perspectives, and inclusive approaches.","Other","Comments"
2020,"Fellow","R_5yC6UUp7RJBtCyl","Q107","The program has allowed for an increased perspective of Complex systems in the joint departments that students are in. I think the other faculty and graduate students in other programs have benefited from having this  slightly different perspective/opportunity for new collaborations. ","Other","Comments"
2020,"Admin","R_1dN5yYEt9hCAbTv","Q107","I am the external evaluator for the NRT and have limited direct experience of the program. That said, I have access to all of the evaluative data about the program and can make a reasoned judgment about it based on those data. I believe the NRT is evolving very nicely and that it will continue to grow in impact.","Other","Comments"
2020,"Faculty","R_2agaobm6oNymIEV","Q107","Overall good, but it adds a lot of course / programmatic overhead that ultimately reduces the student's scientific productivity. Do the extra course benefits outweigh the costs of slowed publication (and ultimately slowed time to graduation)? Postdocs get hired for their papers, not for the courses they took. ","Other","Comments"
2020,"Fellow","R_2sZOHBjClmue1GY","Q107","So grateful to be a part of this program. Thank you!","Other","Comments"
2020,"Affiliate","R_1qWWyEikusx0Dvu","Q107","more summer activities if possible","Other","Comments"
2020,"Faculty","R_3dETKiDTxRJfKa2","Q107","I think it has been wonderful, extremely stimulating!","Other","Comments"
2021,"Fellow","R_3MsSpbyAYmgbRYg","Q107","The funding for international students is really bad and we miss out on a lot of funding opportunities that US citizens have. Being on the NRT fellowship left me in a position where I experienced significant financial hardship. There was also no way to generate additional income because the fellowship restricts us from working as a research assistant. I don't see any differences in terms of mentoring but being an international student in this program feels like being a second-class participant whose work is valued much less than of my American peers considering how much less we get paid despite the same expectations. It would be nice to not live in poverty.","Other","Comments"
2021,"Fellow","R_2VKP2bBjnB6pItZ","Q107","I have had a great experience with the NRT. I could not do the research I'm interested in without the structure that allows me to be in two departments, as well as the support that allows me to take this many classes. My biggest issue with the program is a lack of training in the actual methods and tools of complex systems. My second biggest issue is a lack of support for those of us navigating between very different departments, both in terms of what paperwork to fill out, and how to structure research.","Other","Comments"
2021,"Admin","R_3R2PgMaje1jNXIv","Q107","I haven't been so involved with the program this past year, so please feel free to discard my replies.","Other","Comments"
2021,"Affiliate","R_2qgxZ0HhNIY41rb","Q107","I am really grateful for the opportunity and complex systems will definitely inform my dissertation.","Other","Comments"
2021,"Fellow","R_2chMZ0Xf9k77yAb","Q107","Given how the NRT was virtual this year, it was difficult to meet with students organically outside of the colloquiums and lab meetings. I appreciate the effort taken by the staff and faculty to accommodate us during the pandemic. ","Other","Comments"
2021,"Fellow","R_3frBaUPanQwnpWT","Q107","Interacting with other students within the program is the best and most useful part of the program.","Other","Comments"
2021,"Faculty","R_xxxvVePy7R0sOqt","Q107","My experience has been positive. Keep up the good work...","Other","Comments"
2021,"Affiliate","R_3l23x8DLlYa6avn","Q107","Being affiliated with the program was amazing, and will provide insight, connections, and knowledge of tools and topics for many years to come. 5/5 for the experience, and a million thank you's for the opportunity to be a part of this!","Other","Comments"
2021,"Faculty","R_SJZgvWJt66If0J3","Q107","The talks that have been made possible by the NRT (colloquium speakers, student poster sessions, etc) have been very impactful on my own thoughts and interest in complex networks.I had been interested in a casual fashion but have since engaged in substantial work that resulted in publications with direct application to complex networks and systems.","Other","Comments"
2022,"Fellow","R_3CJA2I1yElwS97N","Q107","I really like this program. Thank you ","Other","Comments"
2022,"Fellow","R_29aALr6UIOyxL9D","Q107","I'm really grateful for the NRT. I've had a hard time feeling connected to and supported by the program during the pandemic, but I still think it's given me a lot and I hope it continues!","Other","Comments"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q107","I really like all my fellow trainees. I think the program did a good job at getting cool people into one place to put forward interesting research. I don't know if this is a consequence or coincidence of the program, but I'm very glad I participated, despite whatever my feelings are about the hiccups with the program. ","Other","Comments"
2022,"Affiliate","R_3RxSgoFhVREJcLn","Q107","Thank you! Both my research in general and my dissertation in particular benefitted from the NRT program!","Other","Comments"
2020,"Faculty","R_vNtzb1Ie2zg6u09","Q36T","Networking, professional development, interdisciplinary viewpoints, diversity","Faculty Mentorship","Help"
2020,"Faculty","R_3dETKiDTxRJfKa2","Q36T","Sometimes learning things like perseverance and optimism are important too, but they may not make it into publications, presentations and grants in an obvious way. ","Faculty Mentorship","Help"
2020,"Faculty","R_30qMe63odkS4rts","Q36T","I believe that the mentee has been able to make numerous new connections with students and faculty - I strive to get students to maximize these contact so they can benefit from multiple perspectives and approaches.","Faculty Mentorship","Help"
2020,"Faculty","R_231OOyOt8sdmKOm","Q36T","Time management; stress management","Faculty Mentorship","Help"
2021,"Faculty","R_SCcapn2a1aWArHr","Q36T","To understand the broad spectrum of disciplines, questions and approaches that constitute networks and compleity science.","Faculty Mentorship","Help"
2021,"Faculty","R_1I5EWxypwjFRI0V","Q36T","I think we also discussed how to assess the research field and what projects to pick. ","Faculty Mentorship","Help"
2021,"Faculty","R_1QfNLAmhBjrnTmD","Q36T","contributions to interdisciplinary research","Faculty Mentorship","Help"
2021,"Faculty","R_xxxvVePy7R0sOqt","Q36T","They have been in my graduate methods course & have acquired skills with a new technique that they did not know about previously.","Faculty Mentorship","Help"
2022,"Faculty","R_veKLn3a1Wo3q3JL","Q36T","We talked about grant-writing skills and, eventually, how to transform experiences as a PhD student into careers.","Faculty Mentorship","Help"
2023,"Faculty","R_3PvOr0lGQfUAAcL","Q36T","Successfully transition to a postdoc","Faculty Mentorship","Help"
2020,"Faculty","R_3dETKiDTxRJfKa2","Q38","One of the things I most like about NRT students is that they are broad thinkers, coming at problems from many different approaches. I learn from them too!","Faculty Mentorship","Comments"
2021,"Faculty","R_SCcapn2a1aWArHr","Q38","The participation of the social sciences in this program here represents a real strength in terms of the next generation of students understanding how to cross from one discipline to another, to see the strengths and weaknesses among them, and learn how to synthesize the best aspects to answers critical questions.","Faculty Mentorship","Comments"
2021,"Faculty","R_1I5EWxypwjFRI0V","Q38"," I really love the interdisciplinary nature of this program. I think it makes people more creative and open minded about research, forcing them to think outside of the usual boundaries, so they are less likely to pick typical questions that each subfield is concerned with. This can lead to greater insights, I think. ","Faculty Mentorship","Comments"
2021,"Faculty","R_xxxvVePy7R0sOqt","Q38","The NRT mentoring experience is by its necessity, a multi-disciplinary exercise. Student committees have varied membership & they learn to work with people from many other disciplines. This should be sold as a strength of the program.","Faculty Mentorship","Comments"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q133","I think the NRT program really benefits students in the Cognitive and other brain sciences, but it doesn't do a great job with students in the social sciences. It's been immensely difficult to find anything of relevance to my field in the courses I've taken so far (besides I501) and there are so few collaborations with social scientists that it's difficult to find anyone to consult with about the intersection of the social sciences and complex systems. ","Student Satisfaction","Comments"
2020,"Fellow","R_3kizthxEBajSnM1","Q133","The offered (and required) course work is largely disappointing. I learned far more on my own: courses are a distracting time-sink. Fewer courses, or better courses would be an improvement. ","Student Satisfaction","Comments"
2020,"Fellow","R_QbTQ8YWqIrtBOmd","Q133","Although I think that CNS at IU is a very, very strong network science program, my overall impression of its engagement in complex systems ideas broadly is less than stellar. For the most part, I haven't felt that there has been space for discussion of the epistemology of complex systems. This is crucial to understanding how tools like network science (as a subset of the tools of complex systems) pushes the boundaries of current knowledge, or fails to address particular issues. I think this is crucial for complex systems topics which are not comprehensively modeled by networks, like social systems. ","Student Satisfaction","Comments"
2020,"Fellow","R_PRKamndIUV5Mhah","Q133","I have not been permitted to attend the classes up until now, 3 weeks since the start of the classes.","Student Satisfaction","Comments"
2021,"Fellow","R_3gO9tod8Jz8crPa","Q133","My understanding coming into the program was that through the CNS NRT program I would receive training on a variety of methods. So far, all of my methods training has come from my second program. I really wanted more training in applied math and computational approaches through CNS. As it stands, I don't think I'm getting the training I need in order to be successful in CNS as a field. The fact that almost all of the NRT colloquium speakers have PhDs in physics reinforces this. I really want to see speakers with diverse training backgrounds.","Student Satisfaction","Comments"
2021,"Fellow","R_2CT95V4ID68a9vY","Q133","I generally feel like the CNS NRT program is low on methods courses and seminars, and this has led to a huge gap between me and other students who came into the program with more training in methods.","Student Satisfaction","Comments"
2021,"Fellow","R_3KPL0Di1lY4XOtA","Q133","In my experience, the NRT by its nature puts strains on the current silo'd bureaucracies represented in departments. As a result, it seems to me like many student's mileage will vary a lot depending entirely on their expectations. If they entered into the program intending to do a degree between two departments that do not play well together, and they expected it to be easier than it is, it would impact their satisfaction. By its nature, this program uses students to cut against departmental norms. I happen to be satisfied because my departments play well together. That isn't an indication of the program, though, because the program has relatively little leverage in pushing a department to accept certain students or work with them in ways that make sense for the student. ","Student Satisfaction","Comments"
2021,"Fellow","R_25YhTP5RWn0eOWm","Q133","The core courses for the complex systems track at IU lack foundational, mathematically rigorous content. Why is there no class on computational approaches to dynamical systems? Why is there no class on information theory, statistical mechanics, or any of the mathematical foundations for complex systems (beyond YY's Network Science course, which is truly excellent). 

I feel like the program engaged in ""false advertising"" to an extent. Almost every ""technical"" skill I have developed has been self-directed learning, while the core course work has been more appropriate to a philosophy department. This is not what I signed up for. ","Student Satisfaction","Comments"
2021,"Fellow","R_darco0VK710pDRD","Q133","The CNS major of the NRT seems to be rather vague and disorganized, and the required courses have to cater to people who are extremely nontechnical. In most complex systems programs, the work is based on physics and math, but we this program is unable to incorporate the necessary training because of the enormous diversity of background of the students. ","Student Satisfaction","Comments"
2022,"Fellow","R_1CsgGgOAuRmBlLa","Q133","I am not satisfied with the NRT program - rather than the CNS program. I am very satisfied with my two departments and their mentorship, but the NRT has not really given good opportunities to improve skills or develop students as researchers outside of the opportunities they receive in their own labs and departments. There were a few events that were useful, and mostly planned by  [NRT Project Manager], who definitely deserves credit. But it seemed like there could have been more and there was not enough effort to support [NRT Project Manager] in [their] efforts.","Student Satisfaction","Comments"
2022,"Fellow","R_29aALr6UIOyxL9D","Q133","I felt personally that being between two departments allowed me to ""fall through the cracks"" moving towards my PhD, which was mostly my responsibility, but I think I would be less behind if there were a clearer structure of administration and mentorship so I had known who to contact when I started falling behind. Also I wish we had more technical skills based required classes.","Student Satisfaction","Comments"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q133","I am dissatisfied with my phd program milestones but this is largely due to personal factors (largely related to mental health around work). Therapy has made me feel a lot better and more capable of handling my work, so this isn't actually related to the NRT program directly. ","Student Satisfaction","Comments"
2022,"Fellow","R_a60D5VY6O8G3q0h","Q133","The required courses lacked technical rigor (with the exception of YYs class). I don't feel like I learned much in the way of useful skills for analyzing data or building models. It was all ""conceptual"".","Student Satisfaction","Comments"
2022,"Fellow","R_24uUR9Mm5yALLAF","Q133","It is baffling to me that there aren't more methods classes available for NRT students. This is such an important part of my training.","Student Satisfaction","Comments"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q133","I felt likeadvising could have been better","Student Satisfaction","Comments"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q133","i wish more methods courses were available in complex systems, or least additional opportunities for training in complex systems methods.","Student Satisfaction","Comments"
2020,"Fellow","R_2zPbGTgiavOoZ65","Q53a","Not Applicable yet","Showcase","Advance Work"
2020,"Fellow","R_3qWBZpNHT8carsl","Q53a","I had to condense months of work into a 5 minute presentation and have the narrative be meaningful and compelling to those outside of my research area. ","Showcase","Advance Work"
2020,"Fellow","R_2sZOHBjClmue1GY","Q53a","Preparing to discuss work outside of IU in the larger academic community.","Showcase","Advance Work"
2020,"Fellow","R_baeByRBzGvj9EMF","Q53a","One of the most helpful things about the showcase is the chance to better understand the work of my colleagues and what they are using this program for.","Showcase","Advance Work"
2020,"Fellow","R_2aLGzpHEeZaH7H9","Q53a","Communication generally","Showcase","Advance Work"
2021,"Fellow","R_6gjZWpL0tV4rejn","Q53a","Concretize work for future publications, just maybe not immediately.","Showcase","Advance Work"
2021,"Fellow","R_ufck6Sjj1n1l2lb","Q53a","Giving elevator speech is a useful skill","Showcase","Advance Work"
2021,"Fellow","R_2VKP2bBjnB6pItZ","Q53a","Presentation skills, improved ""elevator pitch""","Showcase","Advance Work"
2021,"Fellow","R_2chMZ0Xf9k77yAb","Q53a","Helped me develop an elevator pitch and how to present a condensed version of my research ","Showcase","Advance Work"
2021,"Fellow","R_2xQrWnrmpAEkcSp","Q53a","Making the presentation was a challenge - fitting my work into 5 and 2 minutes respectively is difficult AND reflects how research is often presented. Honing the skill of getting to the most salient and impactful points of research (especially in a somewhat general audience) is a skill well worth developing. Hopefully I get helpful and constructive comments on my presentation. Also - preparing for the showcase gave me an opportunity to reflect on my work over the last and that by itself was helpful. As researchers, we have to know where we have explored as much as where we are attempting to go. Finally, participating in the showcase gave me many different points of view on how to present work as well as what ""summary of work"" means. Of course, also, it was very cool, encouraging, and interesting to know what others were doing. It made me feel like I was part of a much bigger community working towards similar goals.","Showcase","Advance Work"
2022,"Fellow","R_3CJA2I1yElwS97N","Q53a","Presentation and research ","Showcase","Advance Work"
2022,"Fellow","R_21uN0kEmSBIUnri","Q53a","Communicate with people from different disciplines","Showcase","Advance Work"
2022,"Fellow","R_29aALr6UIOyxL9D","Q53a","It helped me synthesize my research for the dissertation proposal. IT helped me with presentation skills.","Showcase","Advance Work"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q53a","It primarily just makes presenting a more routine part of the research experience. I don't really get the sense that most presentation advice emphasizes taking steps to make presenting an act of ease and repetition. I think there's value in helping researchers understand the presentations are constant and routine, rather than spikes of display or grandeur. But this is something I learned from putting up with research posters sessions. It could be emphasized more explicitly to take the mental burden off the event. ","Showcase","Advance Work"
2022,"Fellow","R_24uUR9Mm5yALLAF","Q53a","presenting to an audience with diverse interests and backgrounds","Showcase","Advance Work"
2023,"Fellow","R_3J2e7Bn9B1Ipirj","Q53a","It gave me experience that I wouldn’t have had otherwise","Showcase","Advance Work"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q53a","it helped me hone my skills in presenting my research to a variety of audiences","Showcase","Advance Work"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q53b","It could have been live, with actual viewers. I submitted the Showcase as an annual requirement but never received any feedback. As far as I know, it wasn't shared with anyone.","Showcase","Advance Skills"
2020,"Fellow","R_3kizthxEBajSnM1","Q53b","I had most of the skills the showcase develops from my masters. ","Showcase","Advance Skills"
2020,"Fellow","R_5yC6UUp7RJBtCyl","Q53b","I will always be doing research and preparing presentations, so this isn't particularly novel in process","Showcase","Advance Skills"
2020,"Fellow","R_1f0zJPYSFM5A0c4","Q53b","I didn't submit my work to the showcase.","Showcase","Advance Skills"
2020,"Fellow","R_1LXYdGL6djU0QKx","Q53b","N/A - First year student","Showcase","Advance Skills"
2020,"Fellow","R_QbTQ8YWqIrtBOmd","Q53b","I generally have not had the impression that the annual research showcase is intended to develop student skills in any way. My most positive and memorable interactions during the showcases were with the professors I was collaborating with on the research. ","Showcase","Advance Skills"
2021,"Fellow","R_3MsSpbyAYmgbRYg","Q53b","This format is pointless. It's basically only NRT affiliated faculty that come and rapid two-minute presentations are hard to follow. It felt like a waste of time to me and I didn't really get a sense of what other people are doing because it's way too compressed. I think less rigid research talks would be much better.","Showcase","Advance Skills"
2021,"Fellow","R_23q72gxH8CakstX","Q53b","Better mentoring and clearer NRT milestones","Showcase","Advance Skills"
2021,"Fellow","R_2CT95V4ID68a9vY","Q53b","It has to be longer than two minutes per student. I've never been asked a question or received any feedback from the virtual showcases. I've also never increased my understanding of other students' research through the showcases.","Showcase","Advance Skills"
2021,"Fellow","R_3KPL0Di1lY4XOtA","Q53b","(These comments acknowledge that the pandemic has negatively affected everyone that is part of the NRT, from the admin staff to the professors to the students.)
It might be helpful to guide the presentation process for students, especially new students. Currently the showcase just feels like a chore, and I never talk to anyone in any meaningful capacity unless they're already working on the project I'm presenting. If the goal is to teach how to present and network, some guidance might be needed, especially for new students. ","Showcase","Advance Skills"
2021,"Fellow","R_25YhTP5RWn0eOWm","Q53b","Despite making the required video, I got no useful feedback. I'm not sure anyone watched it. ","Showcase","Advance Skills"
2021,"Fellow","R_3frBaUPanQwnpWT","Q53b","It is really another item that students have to do, it isn't structured to help students, rather to disseminate information. It is also difficult because the interests of students and faculty vary significantly and the subject background is highly variable making meaningful discussion have a long on-boarding time.  ","Showcase","Advance Skills"
2021,"Fellow","R_darco0VK710pDRD","Q53b","This is not the fault of the showcase, but the fact that it had to be virtual required everyone to present for only 2 minutes. It felt very rushed and rather pointless. Again, a poster session would have alleviated these issues. I have attended virtual conferences this year that had virtual poster sessions, and they worked out quite well. I wish something similar had been implemented for the showcase.","Showcase","Advance Skills"
2022,"Fellow","R_1CsgGgOAuRmBlLa","Q53b","A lot of the showcase for me was work I had already done. Because there had been disengagement this past year, I don't think my skills were advanced by the showcase, but they were advanced prior to the showcase, and it was a way to show the growth I had","Showcase","Advance Skills"
2022,"Fellow","R_3EXZT5Y0KtZcdiG","Q53b","Communicate what I'm doing with other grad students after COVID, so that collaborations can be sparked","Showcase","Advance Skills"
2022,"Fellow","R_a60D5VY6O8G3q0h","Q53b","The last two years, we have made videos, sent them off into the digital void, and that was it. This years was okay b/c we actually could talk to people, but we still never got feedback or any sense of why were doing it. ","Showcase","Advance Skills"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q53b","I hadn’t joined a research at the tinder of the showcase","Showcase","Advance Skills"
2023,"Fellow","R_1FEe4lH83S27h2j","Q53b","Rather than a showcase, force participants to give a 10 minute blurb on their research to everyone else. ","Showcase","Advance Skills"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q62a","Invite more social scientists.","Colloquium","Improve"
