"Year","Role","ResponseId","Variable","Value","Group","Item"
2021,"Fellow","R_6gjZWpL0tV4rejn","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_ufck6Sjj1n1l2lb","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_3MsSpbyAYmgbRYg","Q129_2","Strongly Disagree","Program Impact","Writing"
2021,"Fellow","R_23q72gxH8CakstX","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_2VKP2bBjnB6pItZ","Q129_2","Agree","Program Impact","Writing"
2021,"Fellow","R_2qyFU6akisJV8nu","Q129_2","Somewhat Disagree","Program Impact","Writing"
2021,"Fellow","R_3gO9tod8Jz8crPa","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_2CT95V4ID68a9vY","Q129_2","Disagree","Program Impact","Writing"
2021,"Fellow","R_2chMZ0Xf9k77yAb","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_3KPL0Di1lY4XOtA","Q129_2","Somewhat Disagree","Program Impact","Writing"
2021,"Fellow","R_2xQrWnrmpAEkcSp","Q129_2","Strongly Agree","Program Impact","Writing"
2021,"Fellow","R_25YhTP5RWn0eOWm","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_3frBaUPanQwnpWT","Q129_2","Agree","Program Impact","Writing"
2021,"Fellow","R_3PGgRFAKyUsqHA0","Q129_2","Somewhat Agree","Program Impact","Writing"
2021,"Fellow","R_darco0VK710pDRD","Q129_2","Somewhat Agree","Program Impact","Writing"
2022,"Fellow","R_1CsgGgOAuRmBlLa","Q129_2","Somewhat Agree","Program Impact","Writing"
2022,"Fellow","R_3CJA2I1yElwS97N","Q129_2","Somewhat Disagree","Program Impact","Writing"
2022,"Fellow","R_3PIbe1MznAsBpbn","Q129_2","Strongly Disagree","Program Impact","Writing"
2022,"Fellow","R_3EXZT5Y0KtZcdiG","Q129_2","Agree","Program Impact","Writing"
2022,"Fellow","R_21uN0kEmSBIUnri","Q129_2","Agree","Program Impact","Writing"
2022,"Fellow","R_29aALr6UIOyxL9D","Q129_2","Somewhat Agree","Program Impact","Writing"
2022,"Fellow","R_1QuRr3nK23kDJHD","Q129_2","Somewhat Agree","Program Impact","Writing"
2022,"Fellow","R_2zOYoiFYH6bFdX3","Q129_2","Disagree","Program Impact","Writing"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q129_2","Agree","Program Impact","Writing"
2022,"Fellow","R_a60D5VY6O8G3q0h","Q129_2","Disagree","Program Impact","Writing"
2022,"Fellow","R_24uUR9Mm5yALLAF","Q129_2","Somewhat Agree","Program Impact","Writing"
2022,"Fellow","R_3nNudc7YucIlKZp","Q129_2","Agree","Program Impact","Writing"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q129_2","Somewhat Disagree","Program Impact","Writing"
2023,"Fellow","R_3r0RXkS8bM1Mpoe","Q129_2","Not Applicable","Program Impact","Writing"
2023,"Fellow","R_3rJx9CZTpVnUVAq","Q129_2","Disagree","Program Impact","Writing"
2023,"Fellow","R_3J2e7Bn9B1Ipirj","Q129_2","Agree","Program Impact","Writing"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q129_2","Somewhat Agree","Program Impact","Writing"
2023,"Fellow","R_1GOj9OouSCbJSQ9","Q129_2","Somewhat Agree","Program Impact","Writing"
2023,"Fellow","R_1FEe4lH83S27h2j","Q129_2","Agree","Program Impact","Writing"
2023,"Fellow","R_1IYGHxLiKtA1M2t","Q129_2","Strongly Agree","Program Impact","Writing"
2019,"Fellow","1","Q129_3","Somewhat Agree","Program Impact","Networking"
2019,"Fellow","2","Q129_3","Somewhat Agree","Program Impact","Networking"
2019,"Fellow","3","Q129_3","Disagree","Program Impact","Networking"
2019,"Fellow","4","Q129_3","Agree","Program Impact","Networking"
2019,"Fellow","5","Q129_3","Not Applicable","Program Impact","Networking"
2019,"Fellow","6","Q129_3","Agree","Program Impact","Networking"
2019,"Fellow","7","Q129_3","Somewhat Disagree","Program Impact","Networking"
2019,"Fellow","8","Q129_3","Somewhat Agree","Program Impact","Networking"
2019,"Fellow","9","Q129_3","Somewhat Agree","Program Impact","Networking"
2019,"Fellow","10","Q129_3","Somewhat Agree","Program Impact","Networking"
2020,"Fellow","R_2zPbGTgiavOoZ65","Q129_3","Agree","Program Impact","Networking"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q129_3","Somewhat Agree","Program Impact","Networking"
2020,"Fellow","R_3Gwfzhlv0tYT6TP","Q129_3","Agree","Program Impact","Networking"
2020,"Fellow","R_1LkGopL6Nphuxxm","Q129_3","Somewhat Agree","Program Impact","Networking"
2020,"Fellow","R_3kizthxEBajSnM1","Q129_3","Agree","Program Impact","Networking"
2020,"Fellow","R_5yC6UUp7RJBtCyl","Q129_3","Somewhat Agree","Program Impact","Networking"
2020,"Fellow","R_1f0zJPYSFM5A0c4","Q129_3","Not Applicable","Program Impact","Networking"
2020,"Fellow","R_3t4PzIeLSncaTct","Q129_3","Agree","Program Impact","Networking"
2020,"Fellow","R_3qWBZpNHT8carsl","Q129_3","Strongly Agree","Program Impact","Networking"
2020,"Fellow","R_2sZOHBjClmue1GY","Q129_3","Strongly Agree","Program Impact","Networking"
2020,"Fellow","R_1LXYdGL6djU0QKx","Q129_3","Strongly Agree","Program Impact","Networking"
2020,"Fellow","R_3IVL1N24IZ5ejkp","Q129_3","Somewhat Agree","Program Impact","Networking"
2020,"Fellow","R_SIrQVhVZOSERn45","Q129_3","Strongly Agree","Program Impact","Networking"
2020,"Fellow","R_baeByRBzGvj9EMF","Q129_3","Strongly Agree","Program Impact","Networking"
2020,"Fellow","R_QbTQ8YWqIrtBOmd","Q129_3","Agree","Program Impact","Networking"
2020,"Fellow","R_2aLGzpHEeZaH7H9","Q129_3","Strongly Agree","Program Impact","Networking"
2020,"Fellow","R_rpcHGgEov7XG44F","Q129_3","Disagree","Program Impact","Networking"
2020,"Fellow","R_PRKamndIUV5Mhah","Q129_3","Agree","Program Impact","Networking"
2021,"Fellow","R_6gjZWpL0tV4rejn","Q129_3","Agree","Program Impact","Networking"
2021,"Fellow","R_ufck6Sjj1n1l2lb","Q129_3","Strongly Agree","Program Impact","Networking"
2021,"Fellow","R_3MsSpbyAYmgbRYg","Q129_3","Agree","Program Impact","Networking"
2021,"Fellow","R_23q72gxH8CakstX","Q129_3","Somewhat Agree","Program Impact","Networking"
2021,"Fellow","R_2VKP2bBjnB6pItZ","Q129_3","Strongly Agree","Program Impact","Networking"
2021,"Fellow","R_2qyFU6akisJV8nu","Q129_3","Somewhat Agree","Program Impact","Networking"
2021,"Fellow","R_3gO9tod8Jz8crPa","Q129_3","Agree","Program Impact","Networking"
2021,"Fellow","R_2CT95V4ID68a9vY","Q129_3","Disagree","Program Impact","Networking"
2021,"Fellow","R_2chMZ0Xf9k77yAb","Q129_3","Somewhat Agree","Program Impact","Networking"
2021,"Fellow","R_3KPL0Di1lY4XOtA","Q129_3","Agree","Program Impact","Networking"
2021,"Fellow","R_2xQrWnrmpAEkcSp","Q129_3","Strongly Agree","Program Impact","Networking"
2021,"Fellow","R_25YhTP5RWn0eOWm","Q129_3","Somewhat Agree","Program Impact","Networking"
2021,"Fellow","R_3frBaUPanQwnpWT","Q129_3","Somewhat Agree","Program Impact","Networking"
2021,"Fellow","R_3PGgRFAKyUsqHA0","Q129_3","Somewhat Agree","Program Impact","Networking"
2021,"Fellow","R_darco0VK710pDRD","Q129_3","Somewhat Disagree","Program Impact","Networking"
2022,"Fellow","R_1CsgGgOAuRmBlLa","Q129_3","Somewhat Agree","Program Impact","Networking"
2022,"Fellow","R_3CJA2I1yElwS97N","Q129_3","Somewhat Disagree","Program Impact","Networking"
2022,"Fellow","R_3PIbe1MznAsBpbn","Q129_3","Somewhat Disagree","Program Impact","Networking"
2022,"Fellow","R_3EXZT5Y0KtZcdiG","Q129_3","Agree","Program Impact","Networking"
2022,"Fellow","R_21uN0kEmSBIUnri","Q129_3","Strongly Agree","Program Impact","Networking"
2022,"Fellow","R_29aALr6UIOyxL9D","Q129_3","Agree","Program Impact","Networking"
2022,"Fellow","R_1QuRr3nK23kDJHD","Q129_3","Somewhat Disagree","Program Impact","Networking"
2022,"Fellow","R_2zOYoiFYH6bFdX3","Q129_3","Agree","Program Impact","Networking"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q129_3","Agree","Program Impact","Networking"
2022,"Fellow","R_a60D5VY6O8G3q0h","Q129_3","Disagree","Program Impact","Networking"
2022,"Fellow","R_24uUR9Mm5yALLAF","Q129_3","Strongly Agree","Program Impact","Networking"
2022,"Fellow","R_3nNudc7YucIlKZp","Q129_3","Strongly Agree","Program Impact","Networking"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q129_3","Agree","Program Impact","Networking"
2023,"Fellow","R_3r0RXkS8bM1Mpoe","Q129_3","Not Applicable","Program Impact","Networking"
2023,"Fellow","R_3rJx9CZTpVnUVAq","Q129_3","Somewhat Agree","Program Impact","Networking"
2023,"Fellow","R_3J2e7Bn9B1Ipirj","Q129_3","Strongly Agree","Program Impact","Networking"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q129_3","Agree","Program Impact","Networking"
2023,"Fellow","R_1GOj9OouSCbJSQ9","Q129_3","Somewhat Agree","Program Impact","Networking"
2023,"Fellow","R_1FEe4lH83S27h2j","Q129_3","Somewhat Agree","Program Impact","Networking"
2023,"Fellow","R_1IYGHxLiKtA1M2t","Q129_3","Agree","Program Impact","Networking"
2019,"Fellow","1","Q129_4","Agree","Program Impact","Technical Skills"
2019,"Fellow","2","Q129_4","Agree","Program Impact","Technical Skills"
2019,"Fellow","3","Q129_4","Disagree","Program Impact","Technical Skills"
2019,"Fellow","4","Q129_4","Agree","Program Impact","Technical Skills"
2019,"Fellow","5","Q129_4","Strongly Disagree","Program Impact","Technical Skills"
2019,"Fellow","6","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2019,"Fellow","7","Q129_4","Somewhat Disagree","Program Impact","Technical Skills"
2019,"Fellow","8","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2019,"Fellow","9","Q129_4","Agree","Program Impact","Technical Skills"
2019,"Fellow","10","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_2zPbGTgiavOoZ65","Q129_4","Agree","Program Impact","Technical Skills"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q129_4","Disagree","Program Impact","Technical Skills"
2020,"Fellow","R_3Gwfzhlv0tYT6TP","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_1LkGopL6Nphuxxm","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_3kizthxEBajSnM1","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_5yC6UUp7RJBtCyl","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_1f0zJPYSFM5A0c4","Q129_4","Not Applicable","Program Impact","Technical Skills"
2020,"Fellow","R_3t4PzIeLSncaTct","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_3qWBZpNHT8carsl","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_2sZOHBjClmue1GY","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_1LXYdGL6djU0QKx","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_3IVL1N24IZ5ejkp","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_SIrQVhVZOSERn45","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_baeByRBzGvj9EMF","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_QbTQ8YWqIrtBOmd","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2020,"Fellow","R_2aLGzpHEeZaH7H9","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2020,"Fellow","R_rpcHGgEov7XG44F","Q129_4","Disagree","Program Impact","Technical Skills"
2020,"Fellow","R_PRKamndIUV5Mhah","Q129_4","Not Applicable","Program Impact","Technical Skills"
2021,"Fellow","R_6gjZWpL0tV4rejn","Q129_4","Agree","Program Impact","Technical Skills"
2021,"Fellow","R_ufck6Sjj1n1l2lb","Q129_4","Agree","Program Impact","Technical Skills"
2021,"Fellow","R_3MsSpbyAYmgbRYg","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2021,"Fellow","R_23q72gxH8CakstX","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2021,"Fellow","R_2VKP2bBjnB6pItZ","Q129_4","Agree","Program Impact","Technical Skills"
2021,"Fellow","R_2qyFU6akisJV8nu","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2021,"Fellow","R_3gO9tod8Jz8crPa","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2021,"Fellow","R_2CT95V4ID68a9vY","Q129_4","Disagree","Program Impact","Technical Skills"
2021,"Fellow","R_2chMZ0Xf9k77yAb","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2021,"Fellow","R_3KPL0Di1lY4XOtA","Q129_4","Not Applicable","Program Impact","Technical Skills"
2021,"Fellow","R_2xQrWnrmpAEkcSp","Q129_4","Agree","Program Impact","Technical Skills"
2021,"Fellow","R_25YhTP5RWn0eOWm","Q129_4","Strongly Disagree","Program Impact","Technical Skills"
2021,"Fellow","R_3frBaUPanQwnpWT","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2021,"Fellow","R_3PGgRFAKyUsqHA0","Q129_4","Agree","Program Impact","Technical Skills"
2021,"Fellow","R_darco0VK710pDRD","Q129_4","Agree","Program Impact","Technical Skills"
2022,"Fellow","R_1CsgGgOAuRmBlLa","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2022,"Fellow","R_3CJA2I1yElwS97N","Q129_4","Agree","Program Impact","Technical Skills"
2022,"Fellow","R_3PIbe1MznAsBpbn","Q129_4","Agree","Program Impact","Technical Skills"
2022,"Fellow","R_3EXZT5Y0KtZcdiG","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2022,"Fellow","R_21uN0kEmSBIUnri","Q129_4","Agree","Program Impact","Technical Skills"
2022,"Fellow","R_29aALr6UIOyxL9D","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2022,"Fellow","R_1QuRr3nK23kDJHD","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2022,"Fellow","R_2zOYoiFYH6bFdX3","Q129_4","Agree","Program Impact","Technical Skills"
2022,"Fellow","R_2DTfQ9ISl6WKWAJ","Q129_4","Not Applicable","Program Impact","Technical Skills"
2022,"Fellow","R_a60D5VY6O8G3q0h","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2022,"Fellow","R_24uUR9Mm5yALLAF","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2022,"Fellow","R_3nNudc7YucIlKZp","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2022,"Fellow","R_tFKvhZWSgmkS7LP","Q129_4","Agree","Program Impact","Technical Skills"
2023,"Fellow","R_3r0RXkS8bM1Mpoe","Q129_4","Not Applicable","Program Impact","Technical Skills"
2023,"Fellow","R_3rJx9CZTpVnUVAq","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2023,"Fellow","R_3J2e7Bn9B1Ipirj","Q129_4","Agree","Program Impact","Technical Skills"
2023,"Fellow","R_1jqCYqgeF4ZtYA0","Q129_4","Agree","Program Impact","Technical Skills"
2023,"Fellow","R_1GOj9OouSCbJSQ9","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2023,"Fellow","R_1FEe4lH83S27h2j","Q129_4","Somewhat Agree","Program Impact","Technical Skills"
2023,"Fellow","R_1IYGHxLiKtA1M2t","Q129_4","Strongly Agree","Program Impact","Technical Skills"
2019,"Fellow","1","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2019,"Fellow","2","Q129_5","Strongly Disagree","Program Impact","Grant Writing"
2019,"Fellow","3","Q129_5","Disagree","Program Impact","Grant Writing"
2019,"Fellow","4","Q129_5","Not Applicable","Program Impact","Grant Writing"
2019,"Fellow","5","Q129_5","Agree","Program Impact","Grant Writing"
2019,"Fellow","6","Q129_5","Disagree","Program Impact","Grant Writing"
2019,"Fellow","7","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2019,"Fellow","8","Q129_5","Agree","Program Impact","Grant Writing"
2019,"Fellow","9","Q129_5","Somewhat Disagree","Program Impact","Grant Writing"
2019,"Fellow","10","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2020,"Fellow","R_2zPbGTgiavOoZ65","Q129_5","Not Applicable","Program Impact","Grant Writing"
2020,"Fellow","R_1DIlhW4uER6lAjP","Q129_5","Strongly Disagree","Program Impact","Grant Writing"
2020,"Fellow","R_3Gwfzhlv0tYT6TP","Q129_5","Strongly Disagree","Program Impact","Grant Writing"
2020,"Fellow","R_1LkGopL6Nphuxxm","Q129_5","Agree","Program Impact","Grant Writing"
2020,"Fellow","R_3kizthxEBajSnM1","Q129_5","Not Applicable","Program Impact","Grant Writing"
2020,"Fellow","R_5yC6UUp7RJBtCyl","Q129_5","Agree","Program Impact","Grant Writing"
2020,"Fellow","R_1f0zJPYSFM5A0c4","Q129_5","Not Applicable","Program Impact","Grant Writing"
2020,"Fellow","R_3t4PzIeLSncaTct","Q129_5","Somewhat Disagree","Program Impact","Grant Writing"
2020,"Fellow","R_3qWBZpNHT8carsl","Q129_5","Not Applicable","Program Impact","Grant Writing"
2020,"Fellow","R_2sZOHBjClmue1GY","Q129_5","Strongly Agree","Program Impact","Grant Writing"
2020,"Fellow","R_1LXYdGL6djU0QKx","Q129_5","Not Applicable","Program Impact","Grant Writing"
2020,"Fellow","R_3IVL1N24IZ5ejkp","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2020,"Fellow","R_SIrQVhVZOSERn45","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2020,"Fellow","R_baeByRBzGvj9EMF","Q129_5","Somewhat Disagree","Program Impact","Grant Writing"
2020,"Fellow","R_QbTQ8YWqIrtBOmd","Q129_5","Agree","Program Impact","Grant Writing"
2020,"Fellow","R_2aLGzpHEeZaH7H9","Q129_5","Not Applicable","Program Impact","Grant Writing"
2020,"Fellow","R_rpcHGgEov7XG44F","Q129_5","Disagree","Program Impact","Grant Writing"
2020,"Fellow","R_PRKamndIUV5Mhah","Q129_5","Not Applicable","Program Impact","Grant Writing"
2021,"Fellow","R_6gjZWpL0tV4rejn","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2021,"Fellow","R_ufck6Sjj1n1l2lb","Q129_5","Somewhat Disagree","Program Impact","Grant Writing"
2021,"Fellow","R_3MsSpbyAYmgbRYg","Q129_5","Strongly Disagree","Program Impact","Grant Writing"
2021,"Fellow","R_23q72gxH8CakstX","Q129_5","Somewhat Agree","Program Impact","Grant Writing"
2021,"Fellow","R_2VKP2bBjnB6pItZ","Q129_5","Not Applicable","Program Impact","Grant Writing"
